exp_name,sample,accession,lane,organism
KD6_seq1_essential_mRNA_lane_35_S59,SRX15390680,SRR19331022,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_36_S84,SRX15390689,SRR19331307,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_36_S84,SRX15390689,SRR19331016,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_36_S84,SRX15390689,SRR19331015,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_36_S84,SRX15390689,SRR19331308,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_42_S90,SRX15390696,SRR19331009,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_42_S90,SRX15390696,SRR19331008,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_42_S90,SRX15390696,SRR19331007,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_42_S90,SRX15390696,SRR19331006,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_42_S66,SRX15390700,SRR19331005,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_42_S66,SRX15390700,SRR19331004,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_42_S66,SRX15390700,SRR19331002,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_42_S66,SRX15390700,SRR19331003,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_43_S91,SRX15390710,SRR19330992,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_43_S91,SRX15390710,SRR19330993,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_43_S91,SRX15390710,SRR19330994,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_43_S91,SRX15390710,SRR19330995,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_43_S67,SRX15390714,SRR19330991,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_43_S67,SRX15390714,SRR19331284,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_43_S67,SRX15390714,SRR19331282,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_43_S67,SRX15390714,SRR19331281,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_8_S56,SRX15390794,SRR19330911,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_8_S56,SRX15390794,SRR19330900,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_8_S56,SRX15390794,SRR19331196,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_8_S56,SRX15390794,SRR19331207,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_15_S63,SRX15390840,SRR19331374,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_15_S63,SRX15390840,SRR19331375,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_15_S63,SRX15390840,SRR19331372,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_15_S63,SRX15390840,SRR19331371,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_15_S39,SRX15390845,SRR19331370,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_15_S39,SRX15390845,SRR19331369,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_15_S39,SRX15390845,SRR19331368,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_15_S39,SRX15390845,SRR19331367,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_16_S64,SRX15390854,SRR19331358,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_16_S64,SRX15390854,SRR19331360,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_16_S64,SRX15390854,SRR19331361,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_16_S64,SRX15390854,SRR19331359,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_16_S40,SRX15390858,SRR19331162,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_16_S40,SRX15390858,SRR19331357,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_16_S40,SRX15390858,SRR19331163,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_16_S40,SRX15390858,SRR19331164,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_22_S70,SRX15390862,SRR19331350,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_22_S70,SRX15390862,SRR19331353,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_22_S70,SRX15390862,SRR19331351,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_22_S70,SRX15390862,SRR19331352,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_22_S46,SRX15390866,SRR19331347,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_22_S46,SRX15390866,SRR19331348,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_22_S46,SRX15390866,SRR19331349,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_22_S46,SRX15390866,SRR19331346,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_23_S71,SRX15390875,SRR19331340,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_23_S71,SRX15390875,SRR19331337,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_23_S71,SRX15390875,SRR19331339,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_23_S71,SRX15390875,SRR19331338,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_23_S47,SRX15390879,SRR19331336,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_23_S47,SRX15390879,SRR19331140,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_23_S47,SRX15390879,SRR19331333,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_23_S47,SRX15390879,SRR19331335,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_29_S77,SRX15390883,SRR19331329,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_29_S77,SRX15390883,SRR19331330,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_29_S77,SRX15390883,SRR19331331,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_29_S77,SRX15390883,SRR19331332,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_29_S53,SRX15390888,SRR19331327,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_29_S53,SRX15390888,SRR19331325,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_29_S53,SRX15390888,SRR19331324,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_29_S53,SRX15390888,SRR19331326,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_30_S78,SRX15390896,SRR19331315,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_30_S78,SRX15390896,SRR19331318,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_30_S78,SRX15390896,SRR19331319,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_30_S78,SRX15390896,SRR19331316,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_30_S54,SRX15390901,SRR19331313,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_30_S54,SRX15390901,SRR19331311,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_30_S54,SRX15390901,SRR19331312,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_30_S54,SRX15390901,SRR19331314,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_36_S60,SRX15390909,SRR19331306,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_36_S60,SRX15390909,SRR19331305,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_36_S60,SRX15390909,SRR19331304,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_36_S60,SRX15390909,SRR19331303,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_37_S85,SRX15390918,SRR19331296,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_37_S85,SRX15390918,SRR19331297,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_37_S85,SRX15390918,SRR19331295,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_37_S85,SRX15390918,SRR19331294,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_37_S61,SRX15390922,SRR19331293,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_37_S61,SRX15390922,SRR19331292,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_37_S61,SRX15390922,SRR19331291,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_37_S61,SRX15390922,SRR19331290,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_44_S92,SRX15390939,SRR19331276,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_44_S92,SRX15390939,SRR19331274,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_44_S92,SRX15390939,SRR19331275,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_44_S92,SRX15390939,SRR19331273,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_44_S68,SRX15390944,SRR19331270,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_44_S68,SRX15390944,SRR19331268,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_44_S68,SRX15390944,SRR19331269,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_44_S68,SRX15390944,SRR19331271,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_17_S65,SRX15391059,SRR19331156,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_17_S65,SRX15391059,SRR19331155,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_17_S65,SRX15391059,SRR19331154,L002,Homo sapiens
KD6_seq1_essential_mRNA_lane_17_S65,SRX15391059,SRR19331153,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_17_S41,SRX15391063,SRR19331151,L003,Homo sapiens
KD6_seq1_essential_mRNA_lane_17_S41,SRX15391063,SRR19331152,L001,Homo sapiens
KD6_seq1_essential_mRNA_lane_17_S41,SRX15391063,SRR19331149,L004,Homo sapiens
KD6_seq1_essential_mRNA_lane_17_S41,SRX15391063,SRR19331150,L002,Homo sapiens
