exp_name,srx,srr
jurkat_mRNA_55_4_L003,SRX24275243,SRR28707967
jurkat_sgRNA_55_4_L003,SRX24275244,SRR28707966
jurkat_mRNA_55_4_L004,SRX24275245,SRR28707965
jurkat_sgRNA_55_4_L004,SRX24275246,SRR28707964
jurkat_mRNA_56_1_L001,SRX24275247,SRR28707963
jurkat_sgRNA_56_1_L001,SRX24275248,SRR28707962
jurkat_mRNA_56_1_L002,SRX24275249,SRR28707961
jurkat_sgRNA_56_1_L002,SRX24275250,SRR28707960
jurkat_mRNA_56_1_L003,SRX24275251,SRR28707959
jurkat_sgRNA_56_1_L003,SRX24275252,SRR28707958
jurkat_sgRNA_31_3_L004,SRX24275253,SRR28707957
jurkat_mRNA_56_1_L004,SRX24275254,SRR28707956
jurkat_sgRNA_56_1_L004,SRX24275255,SRR28707955
jurkat_mRNA_56_2_L001,SRX24275256,SRR28707954
jurkat_sgRNA_56_2_L001,SRX24275257,SRR28707953
jurkat_mRNA_56_2_L002,SRX24275258,SRR28707952
jurkat_sgRNA_56_2_L002,SRX24275259,SRR28707951
jurkat_mRNA_56_2_L003,SRX24275260,SRR28707950
hepg2_mRNA_1_L001,SRX24301727,SRR28736017
hepg2_sgRNA_1_L001,SRX24301728,SRR28736016
hepg2_mRNA_2_L002,SRX24301729,SRR28736015
hepg2_mRNA_13_L003,SRX24301730,SRR28736014
hepg2_sgRNA_13_L003,SRX24301731,SRR28736013
hepg2_mRNA_13_L004,SRX24301732,SRR28736012
hepg2_sgRNA_13_L004,SRX24301733,SRR28736011
hepg2_mRNA_14_L001,SRX24301734,SRR28736010
hepg2_sgRNA_14_L001,SRX24301735,SRR28736009
hepg2_mRNA_14_L002,SRX24301736,SRR28736008
hepg2_sgRNA_14_L002,SRX24301737,SRR28736007
hepg2_mRNA_14_L003,SRX24301738,SRR28736006
hepg2_sgRNA_14_L003,SRX24301739,SRR28736005
hepg2_sgRNA_2_L002,SRX24301740,SRR28736004
hepg2_mRNA_14_L004,SRX24301741,SRR28736003
hepg2_sgRNA_14_L004,SRX24301742,SRR28736002
hepg2_mRNA_15_L001,SRX24301743,SRR28736001
hepg2_sgRNA_15_L001,SRX24301744,SRR28736000
hepg2_mRNA_15_L002,SRX24301745,SRR28735999
hepg2_sgRNA_15_L002,SRX24301746,SRR28735998
hepg2_mRNA_15_L003,SRX24301747,SRR28735997
hepg2_sgRNA_15_L003,SRX24301748,SRR28735996
hepg2_mRNA_15_L004,SRX24301749,SRR28735995
hepg2_sgRNA_15_L004,SRX24301750,SRR28735994
hepg2_mRNA_2_L003,SRX24301751,SRR28735993
hepg2_mRNA_16_L001,SRX24301752,SRR28735992
hepg2_sgRNA_16_L001,SRX24301753,SRR28735991
hepg2_mRNA_16_L002,SRX24301754,SRR28735990
hepg2_sgRNA_16_L002,SRX24301755,SRR28735989
hepg2_mRNA_16_L003,SRX24301756,SRR28735988
hepg2_sgRNA_16_L003,SRX24301757,SRR28735987
hepg2_mRNA_16_L004,SRX24301758,SRR28735986
hepg2_sgRNA_16_L004,SRX24301759,SRR28735985
hepg2_mRNA_17_L001,SRX24301760,SRR28735984
hepg2_sgRNA_17_L001,SRX24301761,SRR28735983
hepg2_sgRNA_2_L003,SRX24301762,SRR28735982
hepg2_mRNA_17_L002,SRX24301763,SRR28735981
hepg2_sgRNA_17_L002,SRX24301764,SRR28735980
hepg2_mRNA_17_L003,SRX24301765,SRR28735979
hepg2_sgRNA_17_L003,SRX24301766,SRR28735978
hepg2_mRNA_17_L004,SRX24301767,SRR28735977
hepg2_sgRNA_17_L004,SRX24301768,SRR28735976
hepg2_mRNA_18_L001,SRX24301769,SRR28735975
hepg2_sgRNA_18_L001,SRX24301770,SRR28735974
hepg2_mRNA_18_L002,SRX24301771,SRR28735973
hepg2_sgRNA_18_L002,SRX24301772,SRR28735972
hepg2_mRNA_2_L004,SRX24301773,SRR28735971
hepg2_mRNA_18_L003,SRX24301774,SRR28735970
hepg2_sgRNA_18_L003,SRX24301775,SRR28735969
hepg2_mRNA_21_L003,SRX24301776,SRR28735968
hepg2_sgRNA_21_L003,SRX24301777,SRR28735967
hepg2_mRNA_21_L004,SRX24301778,SRR28735966
hepg2_sgRNA_21_L004,SRX24301779,SRR28735965
hepg2_mRNA_22_L001,SRX24301780,SRR28735964
hepg2_sgRNA_22_L001,SRX24301781,SRR28735963
hepg2_sgRNA_3_L001,SRX24301782,SRR28735962
hepg2_mRNA_22_L002,SRX24301783,SRR28735961
hepg2_sgRNA_22_L002,SRX24301784,SRR28735960
hepg2_mRNA_22_L003,SRX24301785,SRR28735959
hepg2_sgRNA_22_L003,SRX24301786,SRR28735958
hepg2_mRNA_22_L004,SRX24301787,SRR28735957
hepg2_sgRNA_22_L004,SRX24301788,SRR28735956
hepg2_mRNA_23_L001,SRX24301789,SRR28735955
hepg2_sgRNA_23_L001,SRX24301790,SRR28735954
hepg2_mRNA_23_L002,SRX24301791,SRR28735953
hepg2_sgRNA_23_L002,SRX24301792,SRR28735952
hepg2_mRNA_3_L002,SRX24301793,SRR28735951
hepg2_mRNA_23_L003,SRX24301794,SRR28735950
hepg2_sgRNA_23_L003,SRX24301795,SRR28735949
hepg2_mRNA_23_L004,SRX24301796,SRR28735948
hepg2_sgRNA_23_L004,SRX24301797,SRR28735947
hepg2_mRNA_24_L001,SRX24301798,SRR28735946
hepg2_sgRNA_24_L001,SRX24301799,SRR28735945
hepg2_sgRNA_32_L002,SRX24301800,SRR28735944
hepg2_mRNA_32_L003,SRX24301801,SRR28735943
hepg2_sgRNA_32_L003,SRX24301802,SRR28735942
hepg2_mRNA_32_L004,SRX24301803,SRR28735941
hepg2_sgRNA_32_L004,SRX24301804,SRR28735940
hepg2_mRNA_33_L001,SRX24301805,SRR28735939
hepg2_sgRNA_33_L001,SRX24301806,SRR28735938
hepg2_mRNA_33_L002,SRX24301807,SRR28735937
hepg2_sgRNA_33_L002,SRX24301808,SRR28735936
hepg2_mRNA_4_L002,SRX24301809,SRR28735935
hepg2_mRNA_33_L003,SRX24301810,SRR28735934
hepg2_sgRNA_33_L003,SRX24301811,SRR28735933
hepg2_mRNA_33_L004,SRX24301812,SRR28735932
hepg2_sgRNA_33_L004,SRX24301813,SRR28735931
hepg2_mRNA_34_L001,SRX24301814,SRR28735930
hepg2_sgRNA_34_L001,SRX24301815,SRR28735929
hepg2_mRNA_34_L002,SRX24301816,SRR28735928
hepg2_sgRNA_34_L002,SRX24301817,SRR28735927
hepg2_mRNA_34_L003,SRX24301818,SRR28735926
hepg2_sgRNA_34_L003,SRX24301819,SRR28735925
hepg2_sgRNA_4_L002,SRX24301820,SRR28735924
hepg2_mRNA_34_L004,SRX24301821,SRR28735923
hepg2_sgRNA_34_L004,SRX24301822,SRR28735922
hepg2_mRNA_35_L001,SRX24301823,SRR28735921
hepg2_mRNA_40_L003,SRX24301824,SRR28735920
hepg2_sgRNA_40_L003,SRX24301825,SRR28735919
hepg2_mRNA_40_L004,SRX24301826,SRR28735918
hepg2_sgRNA_40_L004,SRX24301827,SRR28735917
hepg2_mRNA_5_L001,SRX24301828,SRR28735916
hepg2_mRNA_41_L001,SRX24301829,SRR28735915
hepg2_sgRNA_41_L001,SRX24301830,SRR28735914
hepg2_mRNA_41_L002,SRX24301831,SRR28735913
hepg2_sgRNA_41_L002,SRX24301832,SRR28735912
hepg2_mRNA_41_L003,SRX24301833,SRR28735911
hepg2_sgRNA_41_L003,SRX24301834,SRR28735910
hepg2_mRNA_41_L004,SRX24301835,SRR28735909
hepg2_sgRNA_41_L004,SRX24301836,SRR28735908
hepg2_mRNA_42_L001,SRX24301837,SRR28735907
hepg2_sgRNA_42_L001,SRX24301838,SRR28735906
hepg2_sgRNA_5_L001,SRX24301839,SRR28735905
hepg2_mRNA_42_L002,SRX24301840,SRR28735904
hepg2_sgRNA_42_L002,SRX24301841,SRR28735903
hepg2_mRNA_42_L003,SRX24301842,SRR28735902
hepg2_sgRNA_42_L003,SRX24301843,SRR28735901
hepg2_mRNA_42_L004,SRX24301844,SRR28735900
hepg2_sgRNA_42_L004,SRX24301845,SRR28735899
hepg2_mRNA_43_L001,SRX24301846,SRR28735898
hepg2_sgRNA_43_L001,SRX24301847,SRR28735897
hepg2_mRNA_43_L002,SRX24301848,SRR28735896
hepg2_sgRNA_43_L002,SRX24301849,SRR28735895
hepg2_mRNA_5_L002,SRX24301850,SRR28735894
hepg2_mRNA_43_L003,SRX24301851,SRR28735893
hepg2_sgRNA_43_L003,SRX24301852,SRR28735892
hepg2_mRNA_43_L004,SRX24301853,SRR28735891
hepg2_sgRNA_43_L004,SRX24301854,SRR28735890
hepg2_mRNA_44_L001,SRX24301855,SRR28735889
hepg2_sgRNA_44_L001,SRX24301856,SRR28735888
hepg2_mRNA_44_L002,SRX24301857,SRR28735887
hepg2_sgRNA_44_L002,SRX24301858,SRR28735886
hepg2_mRNA_44_L003,SRX24301859,SRR28735885
hepg2_sgRNA_44_L003,SRX24301860,SRR28735884
hepg2_sgRNA_5_L002,SRX24301861,SRR28735883
hepg2_mRNA_44_L004,SRX24301862,SRR28735882
hepg2_sgRNA_44_L004,SRX24301863,SRR28735881
hepg2_mRNA_45_L001,SRX24301864,SRR28735880
hepg2_sgRNA_45_L001,SRX24301865,SRR28735879
hepg2_mRNA_45_L002,SRX24301866,SRR28735878
hepg2_sgRNA_45_L002,SRX24301867,SRR28735877
hepg2_mRNA_45_L003,SRX24301868,SRR28735876
hepg2_sgRNA_45_L003,SRX24301869,SRR28735875
hepg2_mRNA_45_L004,SRX24301870,SRR28735874
hepg2_sgRNA_45_L004,SRX24301871,SRR28735873
hepg2_mRNA_51_L002,SRX24301872,SRR28735872
hepg2_sgRNA_51_L002,SRX24301873,SRR28735871
hepg2_mRNA_51_L003,SRX24301874,SRR28735870
hepg2_sgRNA_51_L003,SRX24301875,SRR28735869
hepg2_mRNA_51_L004,SRX24301876,SRR28735868
hepg2_sgRNA_51_L004,SRX24301877,SRR28735867
hepg2_mRNA_52_L001,SRX24301878,SRR28735866
hepg2_sgRNA_52_L001,SRX24301879,SRR28735865
hepg2_sgRNA_6_L001,SRX24301880,SRR28735864
hepg2_mRNA_52_L002,SRX24301881,SRR28735863
hepg2_sgRNA_52_L002,SRX24301882,SRR28735862
hepg2_mRNA_52_L003,SRX24301883,SRR28735861
hepg2_sgRNA_52_L003,SRX24301884,SRR28735860
hepg2_mRNA_52_L004,SRX24301885,SRR28735859
hepg2_sgRNA_52_L004,SRX24301886,SRR28735858
hepg2_mRNA_53_L001,SRX24301887,SRR28735857
hepg2_sgRNA_53_L001,SRX24301888,SRR28735856
hepg2_mRNA_53_L002,SRX24301889,SRR28735855
hepg2_sgRNA_53_L002,SRX24301890,SRR28735854
hepg2_mRNA_6_L002,SRX24301891,SRR28735853
hepg2_mRNA_53_L003,SRX24301892,SRR28735852
hepg2_sgRNA_53_L003,SRX24301893,SRR28735851
hepg2_mRNA_53_L004,SRX24301894,SRR28735850
hepg2_sgRNA_53_L004,SRX24301895,SRR28735849
hepg2_mRNA_18_L004,SRX24301896,SRR28735848
hepg2_sgRNA_18_L004,SRX24301897,SRR28735847
hepg2_mRNA_19_L001,SRX24301898,SRR28735846
hepg2_sgRNA_19_L001,SRX24301899,SRR28735845
hepg2_mRNA_19_L002,SRX24301900,SRR28735844
hepg2_sgRNA_19_L002,SRX24301901,SRR28735843
hepg2_mRNA_19_L003,SRX24301902,SRR28735842
hepg2_sgRNA_19_L003,SRX24301903,SRR28735841
hepg2_sgRNA_2_L004,SRX24301904,SRR28735840
hepg2_mRNA_19_L004,SRX24301905,SRR28735839
hepg2_sgRNA_19_L004,SRX24301906,SRR28735838
hepg2_mRNA_20_L001,SRX24301907,SRR28735837
hepg2_sgRNA_20_L001,SRX24301908,SRR28735836
hepg2_mRNA_20_L002,SRX24301909,SRR28735835
hepg2_sgRNA_20_L002,SRX24301910,SRR28735834
hepg2_mRNA_20_L003,SRX24301911,SRR28735833
hepg2_sgRNA_20_L003,SRX24301912,SRR28735832
hepg2_mRNA_20_L004,SRX24301913,SRR28735831
hepg2_sgRNA_20_L004,SRX24301914,SRR28735830
hepg2_mRNA_3_L001,SRX24301915,SRR28735829
hepg2_mRNA_21_L001,SRX24301916,SRR28735828
hepg2_sgRNA_21_L001,SRX24301917,SRR28735827
hepg2_mRNA_21_L002,SRX24301918,SRR28735826
hepg2_sgRNA_21_L002,SRX24301919,SRR28735825
hepg2_mRNA_24_L002,SRX24301920,SRR28735824
hepg2_sgRNA_24_L002,SRX24301921,SRR28735823
hepg2_mRNA_24_L003,SRX24301922,SRR28735822
hepg2_sgRNA_24_L003,SRX24301923,SRR28735821
hepg2_sgRNA_3_L002,SRX24301924,SRR28735820
hepg2_mRNA_24_L004,SRX24301925,SRR28735819
hepg2_sgRNA_24_L004,SRX24301926,SRR28735818
hepg2_mRNA_25_L001,SRX24301927,SRR28735817
hepg2_sgRNA_25_L001,SRX24301928,SRR28735816
hepg2_mRNA_25_L002,SRX24301929,SRR28735815
hepg2_sgRNA_25_L002,SRX24301930,SRR28735814
hepg2_mRNA_25_L003,SRX24301931,SRR28735813
hepg2_sgRNA_25_L003,SRX24301932,SRR28735812
hepg2_mRNA_25_L004,SRX24301933,SRR28735811
hepg2_sgRNA_25_L004,SRX24301934,SRR28735810
hepg2_mRNA_1_L002,SRX24301935,SRR28735809
hepg2_mRNA_3_L003,SRX24301936,SRR28735808
hepg2_mRNA_26_L001,SRX24301937,SRR28735807
hepg2_sgRNA_26_L001,SRX24301938,SRR28735806
hepg2_mRNA_26_L002,SRX24301939,SRR28735805
hepg2_sgRNA_26_L002,SRX24301940,SRR28735804
hepg2_mRNA_26_L003,SRX24301941,SRR28735803
hepg2_sgRNA_26_L003,SRX24301942,SRR28735802
hepg2_mRNA_26_L004,SRX24301943,SRR28735801
hepg2_sgRNA_26_L004,SRX24301944,SRR28735800
hepg2_sgRNA_3_L004,SRX24301945,SRR28735799
hepg2_mRNA_29_L004,SRX24301946,SRR28735798
hepg2_sgRNA_29_L004,SRX24301947,SRR28735797
hepg2_mRNA_30_L001,SRX24301948,SRR28735796
hepg2_sgRNA_30_L001,SRX24301949,SRR28735795
hepg2_mRNA_30_L002,SRX24301950,SRR28735794
hepg2_sgRNA_30_L002,SRX24301951,SRR28735793
hepg2_mRNA_30_L003,SRX24301952,SRR28735792
hepg2_sgRNA_30_L003,SRX24301953,SRR28735791
hepg2_mRNA_30_L004,SRX24301954,SRR28735790
hepg2_sgRNA_30_L004,SRX24301955,SRR28735789
hepg2_mRNA_4_L001,SRX24301956,SRR28735788
hepg2_mRNA_31_L001,SRX24301957,SRR28735787
hepg2_sgRNA_31_L001,SRX24301958,SRR28735786
hepg2_mRNA_31_L002,SRX24301959,SRR28735785
hepg2_sgRNA_31_L002,SRX24301960,SRR28735784
hepg2_mRNA_31_L003,SRX24301961,SRR28735783
hepg2_sgRNA_31_L003,SRX24301962,SRR28735782
hepg2_mRNA_31_L004,SRX24301963,SRR28735781
hepg2_sgRNA_31_L004,SRX24301964,SRR28735780
hepg2_mRNA_32_L001,SRX24301965,SRR28735779
hepg2_sgRNA_32_L001,SRX24301966,SRR28735778
hepg2_sgRNA_4_L001,SRX24301967,SRR28735777
hepg2_mRNA_32_L002,SRX24301968,SRR28735776
hepg2_mRNA_5_L003,SRX24301969,SRR28735775
hepg2_mRNA_46_L001,SRX24301970,SRR28735774
hepg2_sgRNA_46_L001,SRX24301971,SRR28735773
hepg2_mRNA_46_L002,SRX24301972,SRR28735772
hepg2_sgRNA_46_L002,SRX24301973,SRR28735771
hepg2_mRNA_46_L003,SRX24301974,SRR28735770
hepg2_sgRNA_46_L003,SRX24301975,SRR28735769
hepg2_mRNA_46_L004,SRX24301976,SRR28735768
hepg2_sgRNA_46_L004,SRX24301977,SRR28735767
hepg2_mRNA_47_L001,SRX24301978,SRR28735766
hepg2_sgRNA_47_L001,SRX24301979,SRR28735765
hepg2_sgRNA_5_L003,SRX24301980,SRR28735764
hepg2_mRNA_47_L002,SRX24301981,SRR28735763
hepg2_sgRNA_47_L002,SRX24301982,SRR28736210
hepg2_mRNA_47_L003,SRX24301983,SRR28736209
hepg2_sgRNA_47_L003,SRX24301984,SRR28736208
hepg2_mRNA_47_L004,SRX24301985,SRR28736207
hepg2_sgRNA_47_L004,SRX24301986,SRR28736206
hepg2_mRNA_48_L001,SRX24301987,SRR28736205
hepg2_sgRNA_48_L001,SRX24301988,SRR28736204
hepg2_mRNA_48_L002,SRX24301989,SRR28736203
hepg2_sgRNA_48_L002,SRX24301990,SRR28736202
hepg2_mRNA_5_L004,SRX24301991,SRR28736201
hepg2_mRNA_48_L003,SRX24301992,SRR28736200
hepg2_sgRNA_48_L003,SRX24301993,SRR28736199
hepg2_mRNA_48_L004,SRX24301994,SRR28736198
hepg2_sgRNA_48_L004,SRX24301995,SRR28736197
hepg2_mRNA_49_L001,SRX24301996,SRR28736196
hepg2_sgRNA_49_L001,SRX24301997,SRR28736195
hepg2_mRNA_49_L002,SRX24301998,SRR28736194
hepg2_sgRNA_49_L002,SRX24301999,SRR28736193
hepg2_mRNA_49_L003,SRX24302000,SRR28736192
hepg2_sgRNA_49_L003,SRX24302001,SRR28736191
hepg2_sgRNA_5_L004,SRX24302002,SRR28736190
hepg2_mRNA_49_L004,SRX24302003,SRR28736189
hepg2_sgRNA_49_L004,SRX24302004,SRR28736188
hepg2_mRNA_50_L001,SRX24302005,SRR28736187
hepg2_sgRNA_50_L001,SRX24302006,SRR28736186
hepg2_mRNA_50_L002,SRX24302007,SRR28736185
hepg2_sgRNA_50_L002,SRX24302008,SRR28736184
hepg2_mRNA_50_L003,SRX24302009,SRR28736183
hepg2_sgRNA_50_L003,SRX24302010,SRR28736182
hepg2_mRNA_50_L004,SRX24302011,SRR28736181
hepg2_sgRNA_50_L004,SRX24302012,SRR28736180
hepg2_mRNA_1_L003,SRX24302013,SRR28736179
hepg2_mRNA_6_L001,SRX24302014,SRR28736178
hepg2_mRNA_51_L001,SRX24302015,SRR28736177
hepg2_sgRNA_51_L001,SRX24302016,SRR28736176
hepg2_mRNA_54_L001,SRX24302017,SRR28736175
hepg2_sgRNA_54_L001,SRX24302018,SRR28736174
hepg2_mRNA_54_L002,SRX24302019,SRR28736173
hepg2_sgRNA_54_L002,SRX24302020,SRR28736172
hepg2_mRNA_54_L003,SRX24302021,SRR28736171
hepg2_sgRNA_54_L003,SRX24302022,SRR28736170
hepg2_sgRNA_6_L002,SRX24302023,SRR28736169
hepg2_mRNA_54_L004,SRX24302024,SRR28736168
hepg2_sgRNA_54_L004,SRX24302025,SRR28736167
hepg2_mRNA_55_L001,SRX24302026,SRR28736166
hepg2_sgRNA_55_L001,SRX24302027,SRR28736165
hepg2_mRNA_55_L002,SRX24302028,SRR28736164
hepg2_sgRNA_55_L002,SRX24302029,SRR28736163
hepg2_mRNA_55_L003,SRX24302030,SRR28736162
hepg2_sgRNA_55_L003,SRX24302031,SRR28736161
hepg2_mRNA_55_L004,SRX24302032,SRR28736160
hepg2_sgRNA_55_L004,SRX24302033,SRR28736159
hepg2_mRNA_6_L003,SRX24302034,SRR28736158
hepg2_mRNA_56_L001,SRX24302035,SRR28736157
hepg2_sgRNA_56_L001,SRX24302036,SRR28736156
hepg2_mRNA_56_L002,SRX24302037,SRR28736155
hepg2_sgRNA_56_L002,SRX24302038,SRR28736154
hepg2_mRNA_56_L003,SRX24302039,SRR28736153
hepg2_sgRNA_56_L003,SRX24302040,SRR28736152
hepg2_mRNA_56_L004,SRX24302041,SRR28736151
hepg2_sgRNA_56_L004,SRX24302042,SRR28736150
hepg2_sgRNA_6_L003,SRX24302043,SRR28736149
hepg2_mRNA_6_L004,SRX24302044,SRR28736148
hepg2_sgRNA_6_L004,SRX24302045,SRR28736147
hepg2_mRNA_7_L001,SRX24302046,SRR28736146
hepg2_sgRNA_7_L001,SRX24302047,SRR28736145
hepg2_sgRNA_1_L003,SRX24302048,SRR28736144
hepg2_mRNA_7_L002,SRX24302049,SRR28736143
hepg2_sgRNA_7_L002,SRX24302050,SRR28736142
hepg2_mRNA_7_L003,SRX24302051,SRR28736141
hepg2_sgRNA_7_L003,SRX24302052,SRR28736140
hepg2_mRNA_7_L004,SRX24302053,SRR28736139
hepg2_sgRNA_7_L004,SRX24302054,SRR28736138
hepg2_mRNA_8_L001,SRX24302055,SRR28736137
hepg2_sgRNA_8_L001,SRX24302056,SRR28736136
hepg2_mRNA_8_L002,SRX24302057,SRR28736135
hepg2_sgRNA_8_L002,SRX24302058,SRR28736134
hepg2_mRNA_1_L004,SRX24302059,SRR28736133
hepg2_mRNA_8_L003,SRX24302060,SRR28736132
hepg2_sgRNA_8_L003,SRX24302061,SRR28736131
hepg2_mRNA_8_L004,SRX24302062,SRR28736130
hepg2_sgRNA_8_L004,SRX24302063,SRR28736129
hepg2_mRNA_9_L001,SRX24302064,SRR28736128
hepg2_sgRNA_9_L001,SRX24302065,SRR28736127
hepg2_mRNA_9_L002,SRX24302066,SRR28736126
hepg2_sgRNA_9_L002,SRX24302067,SRR28736125
hepg2_mRNA_9_L003,SRX24302068,SRR28736043
hepg2_mRNA_12_L002,SRX24302069,SRR28736124
hepg2_sgRNA_12_L002,SRX24302070,SRR28736123
hepg2_mRNA_12_L003,SRX24302071,SRR28736122
hepg2_sgRNA_12_L003,SRX24302072,SRR28736121
hepg2_mRNA_12_L004,SRX24302073,SRR28736120
hepg2_sgRNA_12_L004,SRX24302074,SRR28736119
hepg2_mRNA_13_L001,SRX24302075,SRR28736118
hepg2_sgRNA_13_L001,SRX24302076,SRR28736117
hepg2_mRNA_13_L002,SRX24302077,SRR28736116
hepg2_sgRNA_13_L002,SRX24302078,SRR28736115
hepg2_mRNA_27_L001,SRX24302079,SRR28736114
hepg2_sgRNA_27_L001,SRX24302080,SRR28736113
hepg2_sgRNA_3_L003,SRX24302081,SRR28736112
hepg2_mRNA_27_L002,SRX24302082,SRR28736111
hepg2_sgRNA_27_L002,SRX24302083,SRR28736110
hepg2_mRNA_27_L003,SRX24302084,SRR28736109
hepg2_sgRNA_27_L003,SRX24302085,SRR28736108
hepg2_mRNA_27_L004,SRX24302086,SRR28736107
hepg2_sgRNA_27_L004,SRX24302087,SRR28736106
hepg2_mRNA_28_L001,SRX24302088,SRR28736105
hepg2_sgRNA_28_L001,SRX24302089,SRR28736104
hepg2_mRNA_28_L002,SRX24302090,SRR28736103
hepg2_sgRNA_28_L002,SRX24302091,SRR28736102
hepg2_mRNA_3_L004,SRX24302092,SRR28736101
hepg2_mRNA_28_L003,SRX24302093,SRR28736100
hepg2_sgRNA_28_L003,SRX24302094,SRR28736099
hepg2_mRNA_28_L004,SRX24302095,SRR28736098
hepg2_sgRNA_28_L004,SRX24302096,SRR28736097
hepg2_mRNA_29_L001,SRX24302097,SRR28736096
hepg2_sgRNA_29_L001,SRX24302098,SRR28736095
hepg2_mRNA_29_L002,SRX24302099,SRR28736094
hepg2_sgRNA_29_L002,SRX24302100,SRR28736093
hepg2_mRNA_29_L003,SRX24302101,SRR28736092
hepg2_sgRNA_29_L003,SRX24302102,SRR28736091
hepg2_sgRNA_35_L001,SRX24302103,SRR28736090
hepg2_mRNA_35_L002,SRX24302104,SRR28736089
hepg2_sgRNA_35_L002,SRX24302105,SRR28736088
hepg2_mRNA_35_L003,SRX24302106,SRR28736087
hepg2_sgRNA_35_L003,SRX24302107,SRR28736086
hepg2_mRNA_35_L004,SRX24302108,SRR28736085
hepg2_sgRNA_35_L004,SRX24302109,SRR28736084
hepg2_mRNA_4_L003,SRX24302110,SRR28736083
hepg2_mRNA_36_L001,SRX24302111,SRR28736082
hepg2_sgRNA_36_L001,SRX24302112,SRR28736081
hepg2_mRNA_36_L002,SRX24302113,SRR28736080
hepg2_sgRNA_36_L002,SRX24302114,SRR28736079
hepg2_mRNA_36_L003,SRX24302115,SRR28736078
hepg2_sgRNA_36_L003,SRX24302116,SRR28736077
hepg2_mRNA_36_L004,SRX24302117,SRR28736076
hepg2_sgRNA_36_L004,SRX24302118,SRR28736075
hepg2_mRNA_37_L001,SRX24302119,SRR28736074
hepg2_sgRNA_37_L001,SRX24302120,SRR28736073
hepg2_sgRNA_4_L003,SRX24302121,SRR28736072
hepg2_mRNA_37_L002,SRX24302122,SRR28736071
hepg2_sgRNA_37_L002,SRX24302123,SRR28736070
hepg2_mRNA_37_L003,SRX24302124,SRR28736069
hepg2_sgRNA_37_L003,SRX24302125,SRR28736068
hepg2_mRNA_37_L004,SRX24302126,SRR28736067
hepg2_sgRNA_37_L004,SRX24302127,SRR28736066
hepg2_mRNA_38_L001,SRX24302128,SRR28736065
hepg2_sgRNA_38_L001,SRX24302129,SRR28736064
hepg2_mRNA_38_L002,SRX24302130,SRR28736063
hepg2_sgRNA_38_L002,SRX24302131,SRR28736062
hepg2_sgRNA_1_L002,SRX24302132,SRR28736061
hepg2_mRNA_4_L004,SRX24302133,SRR28736060
hepg2_mRNA_38_L003,SRX24302134,SRR28736059
hepg2_sgRNA_38_L003,SRX24302135,SRR28736058
hepg2_mRNA_38_L004,SRX24302136,SRR28736057
hepg2_sgRNA_38_L004,SRX24302137,SRR28736056
hepg2_mRNA_39_L001,SRX24302138,SRR28736055
hepg2_sgRNA_39_L001,SRX24302139,SRR28736054
hepg2_mRNA_39_L002,SRX24302140,SRR28736053
hepg2_sgRNA_39_L002,SRX24302141,SRR28736052
hepg2_mRNA_39_L003,SRX24302142,SRR28736051
hepg2_sgRNA_39_L003,SRX24302143,SRR28736050
hepg2_sgRNA_4_L004,SRX24302144,SRR28736049
hepg2_mRNA_39_L004,SRX24302145,SRR28736048
hepg2_sgRNA_39_L004,SRX24302146,SRR28736047
hepg2_mRNA_40_L001,SRX24302147,SRR28736046
hepg2_sgRNA_40_L001,SRX24302148,SRR28736045
hepg2_mRNA_40_L002,SRX24302149,SRR28736044
hepg2_sgRNA_40_L002,SRX24302150,SRR28736042
hepg2_sgRNA_9_L003,SRX24302151,SRR28736041
hepg2_sgRNA_1_L004,SRX24302152,SRR28736040
hepg2_mRNA_9_L004,SRX24302153,SRR28736039
hepg2_sgRNA_9_L004,SRX24302154,SRR28736038
hepg2_mRNA_10_L001,SRX24302155,SRR28736037
hepg2_sgRNA_10_L001,SRX24302156,SRR28736036
hepg2_mRNA_10_L002,SRX24302157,SRR28736035
hepg2_sgRNA_10_L002,SRX24302158,SRR28736034
hepg2_mRNA_10_L003,SRX24302159,SRR28736033
hepg2_sgRNA_10_L003,SRX24302160,SRR28736032
hepg2_mRNA_10_L004,SRX24302161,SRR28736031
hepg2_sgRNA_10_L004,SRX24302162,SRR28736030
hepg2_mRNA_2_L001,SRX24302163,SRR28736029
hepg2_mRNA_11_L001,SRX24302164,SRR28736028
hepg2_sgRNA_11_L001,SRX24302165,SRR28736027
hepg2_mRNA_11_L002,SRX24302166,SRR28736026
hepg2_sgRNA_11_L002,SRX24302167,SRR28736025
hepg2_mRNA_11_L003,SRX24302168,SRR28736024
hepg2_sgRNA_11_L003,SRX24302169,SRR28736023
hepg2_mRNA_11_L004,SRX24302170,SRR28736022
hepg2_sgRNA_11_L004,SRX24302171,SRR28736021
hepg2_mRNA_12_L001,SRX24302172,SRR28736020
hepg2_sgRNA_12_L001,SRX24302173,SRR28736019
hepg2_sgRNA_2_L001,SRX24302174,SRR28736018
