exp_name,sample,accession,lane,organism
jurkat_mRNA_8_2,SRX24257879,SRR28689988,L001,Homo sapiens
jurkat_mRNA_8_2,SRX24257879,SRR28689986,L002,Homo sapiens
jurkat_mRNA_1_4,SRX24257887,SRR28689980,L001,Homo sapiens
jurkat_mRNA_1_4,SRX24257887,SRR28690531,L002,Homo sapiens
jurkat_mRNA_1_4,SRX24257887,SRR28690312,L003,Homo sapiens
jurkat_mRNA_1_4,SRX24257887,SRR28689961,L004,Homo sapiens
jurkat_mRNA_8_3,SRX24257888,SRR28689975,L003,Homo sapiens
jurkat_mRNA_8_3,SRX24257888,SRR28689973,L004,Homo sapiens
jurkat_mRNA_8_3,SRX24257888,SRR28689977,L002,Homo sapiens
jurkat_mRNA_8_3,SRX24257888,SRR28689979,L001,Homo sapiens
jurkat_mRNA_8_4,SRX24257896,SRR28689774,L003,Homo sapiens
jurkat_mRNA_8_4,SRX24257896,SRR28689968,L002,Homo sapiens
jurkat_mRNA_8_4,SRX24257896,SRR28689971,L001,Homo sapiens
jurkat_mRNA_8_4,SRX24257896,SRR28689772,L004,Homo sapiens
jurkat_mRNA_10_2,SRX24257901,SRR28689964,L002,Homo sapiens
jurkat_mRNA_10_2,SRX24257901,SRR28689960,L003,Homo sapiens
jurkat_mRNA_10_2,SRX24257901,SRR28689958,L004,Homo sapiens
jurkat_mRNA_10_2,SRX24257901,SRR28689966,L001,Homo sapiens
jurkat_mRNA_10_3,SRX24257911,SRR28689956,L001,Homo sapiens
jurkat_mRNA_10_3,SRX24257911,SRR28689952,L003,Homo sapiens
jurkat_mRNA_10_3,SRX24257911,SRR28689949,L004,Homo sapiens
jurkat_mRNA_10_3,SRX24257911,SRR28689954,L002,Homo sapiens
jurkat_mRNA_10_4,SRX24257920,SRR28689943,L003,Homo sapiens
jurkat_mRNA_10_4,SRX24257920,SRR28689947,L001,Homo sapiens
jurkat_mRNA_10_4,SRX24257920,SRR28689945,L002,Homo sapiens
jurkat_mRNA_10_4,SRX24257920,SRR28690229,L004,Homo sapiens
jurkat_mRNA_15_3,SRX24257927,SRR28690657,L003,Homo sapiens
jurkat_mRNA_15_3,SRX24257927,SRR28690659,L002,Homo sapiens
jurkat_mRNA_15_3,SRX24257927,SRR28690661,L001,Homo sapiens
jurkat_mRNA_15_3,SRX24257927,SRR28689940,L004,Homo sapiens
jurkat_mRNA_15_4,SRX24257929,SRR28689932,L004,Homo sapiens
jurkat_mRNA_15_4,SRX24257929,SRR28689934,L003,Homo sapiens
jurkat_mRNA_15_4,SRX24257929,SRR28689938,L001,Homo sapiens
jurkat_mRNA_15_4,SRX24257929,SRR28689936,L002,Homo sapiens
jurkat_mRNA_2_3,SRX24257937,SRR28690649,L004,Homo sapiens
jurkat_mRNA_2_3,SRX24257937,SRR28690147,L002,Homo sapiens
jurkat_mRNA_2_3,SRX24257937,SRR28689930,L001,Homo sapiens
jurkat_mRNA_2_3,SRX24257937,SRR28690434,L003,Homo sapiens
jurkat_mRNA_16_1,SRX24257938,SRR28689929,L001,Homo sapiens
jurkat_mRNA_16_1,SRX24257938,SRR28689923,L004,Homo sapiens
jurkat_mRNA_16_1,SRX24257938,SRR28689925,L003,Homo sapiens
jurkat_mRNA_16_1,SRX24257938,SRR28689927,L002,Homo sapiens
jurkat_mRNA_16_2,SRX24257946,SRR28689921,L001,Homo sapiens
jurkat_mRNA_16_2,SRX24257946,SRR28690156,L003,Homo sapiens
jurkat_mRNA_16_2,SRX24257946,SRR28690154,L004,Homo sapiens
jurkat_mRNA_16_2,SRX24257946,SRR28690158,L002,Homo sapiens
jurkat_mRNA_18_2,SRX24257950,SRR28689917,L003,Homo sapiens
jurkat_mRNA_18_2,SRX24257950,SRR28689915,L004,Homo sapiens
jurkat_mRNA_18_2,SRX24257950,SRR28690635,L001,Homo sapiens
jurkat_mRNA_18_2,SRX24257950,SRR28690633,L002,Homo sapiens
jurkat_mRNA_2_4,SRX24257954,SRR28690629,L002,Homo sapiens
jurkat_mRNA_2_4,SRX24257954,SRR28690134,L004,Homo sapiens
jurkat_mRNA_2_4,SRX24257954,SRR28689913,L001,Homo sapiens
jurkat_mRNA_2_4,SRX24257954,SRR28689892,L003,Homo sapiens
jurkat_mRNA_18_3,SRX24257955,SRR28689906,L004,Homo sapiens
jurkat_mRNA_18_3,SRX24257955,SRR28689910,L002,Homo sapiens
jurkat_mRNA_18_3,SRX24257955,SRR28689912,L001,Homo sapiens
jurkat_mRNA_18_3,SRX24257955,SRR28689908,L003,Homo sapiens
jurkat_mRNA_18_4,SRX24257963,SRR28689904,L001,Homo sapiens
jurkat_mRNA_18_4,SRX24257963,SRR28689901,L002,Homo sapiens
jurkat_mRNA_18_4,SRX24257963,SRR28689897,L004,Homo sapiens
jurkat_mRNA_18_4,SRX24257963,SRR28689899,L003,Homo sapiens
jurkat_mRNA_19_1,SRX24257972,SRR28690628,L003,Homo sapiens
jurkat_mRNA_19_1,SRX24257972,SRR28690631,L002,Homo sapiens
jurkat_mRNA_19_1,SRX24257972,SRR28689895,L001,Homo sapiens
jurkat_mRNA_19_1,SRX24257972,SRR28690626,L004,Homo sapiens
jurkat_mRNA_1_1,SRX24257974,SRR28690472,L003,Homo sapiens
jurkat_mRNA_1_1,SRX24257974,SRR28690241,L002,Homo sapiens
jurkat_mRNA_1_1,SRX24257974,SRR28689893,L004,Homo sapiens
jurkat_mRNA_1_1,SRX24257974,SRR28690281,L001,Homo sapiens
jurkat_mRNA_19_4,SRX24257976,SRR28689891,L001,Homo sapiens
jurkat_mRNA_19_4,SRX24257976,SRR28689887,L003,Homo sapiens
jurkat_mRNA_19_4,SRX24257976,SRR28689889,L002,Homo sapiens
jurkat_mRNA_19_4,SRX24257976,SRR28689885,L004,Homo sapiens
jurkat_mRNA_20_1,SRX24257984,SRR28689883,L001,Homo sapiens
jurkat_mRNA_20_1,SRX24257984,SRR28689880,L002,Homo sapiens
jurkat_mRNA_20_1,SRX24257984,SRR28689878,L003,Homo sapiens
jurkat_mRNA_20_1,SRX24257984,SRR28689876,L004,Homo sapiens
jurkat_mRNA_20_2,SRX24257993,SRR28689872,L002,Homo sapiens
jurkat_mRNA_20_2,SRX24257993,SRR28689874,L001,Homo sapiens
jurkat_mRNA_20_2,SRX24257993,SRR28690133,L003,Homo sapiens
jurkat_mRNA_20_2,SRX24257993,SRR28690131,L004,Homo sapiens
jurkat_mRNA_22_2,SRX24257998,SRR28690585,L003,Homo sapiens
jurkat_mRNA_22_2,SRX24257998,SRR28690587,L002,Homo sapiens
jurkat_mRNA_22_2,SRX24257998,SRR28690589,L001,Homo sapiens
jurkat_mRNA_22_2,SRX24257998,SRR28689869,L004,Homo sapiens
jurkat_mRNA_22_3,SRX24258000,SRR28689867,L001,Homo sapiens
jurkat_mRNA_22_3,SRX24258000,SRR28689860,L004,Homo sapiens
jurkat_mRNA_22_3,SRX24258000,SRR28689862,L003,Homo sapiens
jurkat_mRNA_22_3,SRX24258000,SRR28689864,L002,Homo sapiens
jurkat_mRNA_22_4,SRX24258009,SRR28689858,L001,Homo sapiens
jurkat_mRNA_22_4,SRX24258009,SRR28689856,L002,Homo sapiens
jurkat_mRNA_22_4,SRX24258009,SRR28689852,L003,Homo sapiens
jurkat_mRNA_22_4,SRX24258009,SRR28689850,L004,Homo sapiens
jurkat_mRNA_3_1,SRX24258014,SRR28690399,L002,Homo sapiens
jurkat_mRNA_3_1,SRX24258014,SRR28690112,L001,Homo sapiens
jurkat_mRNA_3_1,SRX24258014,SRR28689853,L004,Homo sapiens
jurkat_mRNA_3_1,SRX24258014,SRR28690590,L003,Homo sapiens
jurkat_mRNA_23_1,SRX24258019,SRR28690110,L002,Homo sapiens
jurkat_mRNA_23_1,SRX24258019,SRR28690108,L003,Homo sapiens
jurkat_mRNA_23_1,SRX24258019,SRR28689848,L001,Homo sapiens
jurkat_mRNA_23_1,SRX24258019,SRR28690105,L004,Homo sapiens
jurkat_mRNA_27_4,SRX24258021,SRR28689841,L004,Homo sapiens
jurkat_mRNA_27_4,SRX24258021,SRR28689843,L003,Homo sapiens
jurkat_mRNA_27_4,SRX24258021,SRR28689846,L002,Homo sapiens
jurkat_mRNA_27_4,SRX24258021,SRR28690538,L001,Homo sapiens
jurkat_mRNA_3_3,SRX24258023,SRR28690363,L001,Homo sapiens
jurkat_mRNA_3_3,SRX24258023,SRR28689844,L004,Homo sapiens
jurkat_mRNA_3_3,SRX24258023,SRR28690556,L003,Homo sapiens
jurkat_mRNA_3_3,SRX24258023,SRR28690056,L002,Homo sapiens
jurkat_mRNA_28_1,SRX24258028,SRR28689835,L003,Homo sapiens
jurkat_mRNA_28_1,SRX24258028,SRR28689837,L002,Homo sapiens
jurkat_mRNA_28_1,SRX24258028,SRR28689839,L001,Homo sapiens
jurkat_mRNA_28_1,SRX24258028,SRR28689832,L004,Homo sapiens
jurkat_mRNA_28_2,SRX24258037,SRR28689824,L004,Homo sapiens
jurkat_mRNA_28_2,SRX24258037,SRR28689826,L003,Homo sapiens
jurkat_mRNA_28_2,SRX24258037,SRR28689828,L002,Homo sapiens
jurkat_mRNA_28_2,SRX24258037,SRR28689830,L001,Homo sapiens
jurkat_mRNA_5_3,SRX24258045,SRR28689820,L002,Homo sapiens
jurkat_mRNA_5_3,SRX24258045,SRR28689815,L004,Homo sapiens
jurkat_mRNA_5_3,SRX24258045,SRR28689818,L003,Homo sapiens
jurkat_mRNA_5_3,SRX24258045,SRR28689822,L001,Homo sapiens
jurkat_mRNA_5_4,SRX24258054,SRR28689809,L003,Homo sapiens
jurkat_mRNA_5_4,SRX24258054,SRR28689807,L004,Homo sapiens
jurkat_mRNA_5_4,SRX24258054,SRR28689811,L002,Homo sapiens
jurkat_mRNA_5_4,SRX24258054,SRR28689813,L001,Homo sapiens
jurkat_mRNA_1_3,SRX24258062,SRR28690327,L002,Homo sapiens
jurkat_mRNA_1_3,SRX24258062,SRR28690240,L003,Homo sapiens
jurkat_mRNA_1_3,SRX24258062,SRR28689786,L004,Homo sapiens
jurkat_mRNA_1_3,SRX24258062,SRR28689805,L001,Homo sapiens
jurkat_mRNA_6_1,SRX24258063,SRR28689800,L003,Homo sapiens
jurkat_mRNA_6_1,SRX24258063,SRR28690342,L004,Homo sapiens
jurkat_mRNA_6_1,SRX24258063,SRR28689802,L002,Homo sapiens
jurkat_mRNA_6_1,SRX24258063,SRR28689804,L001,Homo sapiens
jurkat_mRNA_7_3,SRX24258071,SRR28689796,L002,Homo sapiens
jurkat_mRNA_7_3,SRX24258071,SRR28689792,L004,Homo sapiens
jurkat_mRNA_7_3,SRX24258071,SRR28690231,L001,Homo sapiens
jurkat_mRNA_7_3,SRX24258071,SRR28689794,L003,Homo sapiens
jurkat_mRNA_7_4,SRX24258077,SRR28689790,L001,Homo sapiens
jurkat_mRNA_7_4,SRX24258077,SRR28689788,L002,Homo sapiens
jurkat_mRNA_7_4,SRX24258077,SRR28689785,L003,Homo sapiens
jurkat_mRNA_7_4,SRX24258077,SRR28689783,L004,Homo sapiens
jurkat_mRNA_5_1,SRX24258105,SRR28690265,L004,Homo sapiens
jurkat_mRNA_5_1,SRX24258105,SRR28690267,L003,Homo sapiens
jurkat_mRNA_5_1,SRX24258105,SRR28690272,L001,Homo sapiens
jurkat_mRNA_5_1,SRX24258105,SRR28690269,L002,Homo sapiens
jurkat_mRNA_5_2,SRX24258114,SRR28690258,L003,Homo sapiens
jurkat_mRNA_5_2,SRX24258114,SRR28690263,L001,Homo sapiens
jurkat_mRNA_5_2,SRX24258114,SRR28690261,L002,Homo sapiens
jurkat_mRNA_5_2,SRX24258114,SRR28690256,L004,Homo sapiens
jurkat_mRNA_6_4,SRX24258123,SRR28690320,L002,Homo sapiens
jurkat_mRNA_6_4,SRX24258123,SRR28690322,L001,Homo sapiens
jurkat_mRNA_6_4,SRX24258123,SRR28690251,L004,Homo sapiens
jurkat_mRNA_6_4,SRX24258123,SRR28690254,L003,Homo sapiens
jurkat_mRNA_7_1,SRX24258128,SRR28690245,L003,Homo sapiens
jurkat_mRNA_7_1,SRX24258128,SRR28690247,L002,Homo sapiens
jurkat_mRNA_7_1,SRX24258128,SRR28690249,L001,Homo sapiens
jurkat_mRNA_7_1,SRX24258128,SRR28690243,L004,Homo sapiens
jurkat_mRNA_7_2,SRX24258138,SRR28690239,L001,Homo sapiens
jurkat_mRNA_7_2,SRX24258138,SRR28690237,L002,Homo sapiens
jurkat_mRNA_7_2,SRX24258138,SRR28690235,L003,Homo sapiens
jurkat_mRNA_7_2,SRX24258138,SRR28690233,L004,Homo sapiens
jurkat_mRNA_2_1,SRX24258150,SRR28690183,L003,Homo sapiens
jurkat_mRNA_2_1,SRX24258150,SRR28690227,L001,Homo sapiens
jurkat_mRNA_2_1,SRX24258150,SRR28690205,L002,Homo sapiens
jurkat_mRNA_2_1,SRX24258150,SRR28690494,L004,Homo sapiens
jurkat_mRNA_11_1,SRX24258151,SRR28690220,L004,Homo sapiens
jurkat_mRNA_11_1,SRX24258151,SRR28690222,L003,Homo sapiens
jurkat_mRNA_11_1,SRX24258151,SRR28690226,L001,Homo sapiens
jurkat_mRNA_11_1,SRX24258151,SRR28690224,L002,Homo sapiens
jurkat_mRNA_11_2,SRX24258159,SRR28690218,L001,Homo sapiens
jurkat_mRNA_11_2,SRX24258159,SRR28690213,L003,Homo sapiens
jurkat_mRNA_11_2,SRX24258159,SRR28690215,L002,Homo sapiens
jurkat_mRNA_11_2,SRX24258159,SRR28690211,L004,Homo sapiens
jurkat_mRNA_11_3,SRX24258168,SRR28690209,L001,Homo sapiens
jurkat_mRNA_11_3,SRX24258168,SRR28690204,L003,Homo sapiens
jurkat_mRNA_11_3,SRX24258168,SRR28690207,L002,Homo sapiens
jurkat_mRNA_11_3,SRX24258168,SRR28690202,L004,Homo sapiens
jurkat_mRNA_11_4,SRX24258177,SRR28690193,L004,Homo sapiens
jurkat_mRNA_11_4,SRX24258177,SRR28690196,L003,Homo sapiens
jurkat_mRNA_11_4,SRX24258177,SRR28690198,L002,Homo sapiens
jurkat_mRNA_11_4,SRX24258177,SRR28690200,L001,Homo sapiens
jurkat_mRNA_12_1,SRX24258186,SRR28690189,L002,Homo sapiens
jurkat_mRNA_12_1,SRX24258186,SRR28690187,L003,Homo sapiens
jurkat_mRNA_12_1,SRX24258186,SRR28690191,L001,Homo sapiens
jurkat_mRNA_12_1,SRX24258186,SRR28690185,L004,Homo sapiens
jurkat_mRNA_13_3,SRX24258196,SRR28690179,L004,Homo sapiens
jurkat_mRNA_13_3,SRX24258196,SRR28690470,L001,Homo sapiens
jurkat_mRNA_13_3,SRX24258196,SRR28690468,L002,Homo sapiens
jurkat_mRNA_13_3,SRX24258196,SRR28690181,L003,Homo sapiens
jurkat_mRNA_13_4,SRX24258200,SRR28690174,L002,Homo sapiens
jurkat_mRNA_13_4,SRX24258200,SRR28690172,L003,Homo sapiens
jurkat_mRNA_13_4,SRX24258200,SRR28690170,L004,Homo sapiens
jurkat_mRNA_13_4,SRX24258200,SRR28690177,L001,Homo sapiens
jurkat_mRNA_14_1,SRX24258209,SRR28690168,L001,Homo sapiens
jurkat_mRNA_14_1,SRX24258209,SRR28690166,L002,Homo sapiens
jurkat_mRNA_14_1,SRX24258209,SRR28690163,L003,Homo sapiens
jurkat_mRNA_14_1,SRX24258209,SRR28690161,L004,Homo sapiens
jurkat_mRNA_2_2,SRX24258213,SRR28690666,L004,Homo sapiens
jurkat_mRNA_2_2,SRX24258213,SRR28690451,L003,Homo sapiens
jurkat_mRNA_2_2,SRX24258213,SRR28690471,L001,Homo sapiens
jurkat_mRNA_2_2,SRX24258213,SRR28690164,L002,Homo sapiens
jurkat_mRNA_14_2,SRX24258218,SRR28690464,L003,Homo sapiens
jurkat_mRNA_14_2,SRX24258218,SRR28690461,L004,Homo sapiens
jurkat_mRNA_14_2,SRX24258218,SRR28690466,L002,Homo sapiens
jurkat_mRNA_14_2,SRX24258218,SRR28690159,L001,Homo sapiens
jurkat_mRNA_16_3,SRX24258225,SRR28690144,L004,Homo sapiens
jurkat_mRNA_16_3,SRX24258225,SRR28690150,L002,Homo sapiens
jurkat_mRNA_16_3,SRX24258225,SRR28690152,L001,Homo sapiens
jurkat_mRNA_16_3,SRX24258225,SRR28690146,L003,Homo sapiens
jurkat_mRNA_16_4,SRX24258235,SRR28690140,L002,Homo sapiens
jurkat_mRNA_16_4,SRX24258235,SRR28690138,L003,Homo sapiens
jurkat_mRNA_16_4,SRX24258235,SRR28690135,L004,Homo sapiens
jurkat_mRNA_16_4,SRX24258235,SRR28690142,L001,Homo sapiens
jurkat_mRNA_20_3,SRX24258248,SRR28690122,L004,Homo sapiens
jurkat_mRNA_20_3,SRX24258248,SRR28690127,L002,Homo sapiens
jurkat_mRNA_20_3,SRX24258248,SRR28690125,L003,Homo sapiens
jurkat_mRNA_20_3,SRX24258248,SRR28690129,L001,Homo sapiens
jurkat_mRNA_20_4,SRX24258257,SRR28690120,L001,Homo sapiens
jurkat_mRNA_20_4,SRX24258257,SRR28690118,L002,Homo sapiens
jurkat_mRNA_20_4,SRX24258257,SRR28690116,L003,Homo sapiens
jurkat_mRNA_20_4,SRX24258257,SRR28690114,L004,Homo sapiens
jurkat_mRNA_21_1,SRX24258266,SRR28690111,L001,Homo sapiens
jurkat_mRNA_21_1,SRX24258266,SRR28690418,L002,Homo sapiens
jurkat_mRNA_21_1,SRX24258266,SRR28690416,L003,Homo sapiens
jurkat_mRNA_21_1,SRX24258266,SRR28690414,L004,Homo sapiens
jurkat_mRNA_23_2,SRX24258274,SRR28690103,L001,Homo sapiens
jurkat_mRNA_23_2,SRX24258274,SRR28690101,L002,Homo sapiens
jurkat_mRNA_23_2,SRX24258274,SRR28690097,L004,Homo sapiens
jurkat_mRNA_23_2,SRX24258274,SRR28690099,L003,Homo sapiens
jurkat_mRNA_3_2,SRX24258282,SRR28690095,L001,Homo sapiens
jurkat_mRNA_3_2,SRX24258282,SRR28690077,L004,Homo sapiens
jurkat_mRNA_3_2,SRX24258282,SRR28690382,L002,Homo sapiens
jurkat_mRNA_3_2,SRX24258282,SRR28690573,L003,Homo sapiens
jurkat_mRNA_23_3,SRX24258283,SRR28690092,L002,Homo sapiens
jurkat_mRNA_23_3,SRX24258283,SRR28690094,L001,Homo sapiens
jurkat_mRNA_23_3,SRX24258283,SRR28690090,L003,Homo sapiens
jurkat_mRNA_23_3,SRX24258283,SRR28690088,L004,Homo sapiens
jurkat_mRNA_25_1,SRX24258292,SRR28690083,L004,Homo sapiens
jurkat_mRNA_25_1,SRX24258292,SRR28690564,L001,Homo sapiens
jurkat_mRNA_25_1,SRX24258292,SRR28690561,L002,Homo sapiens
jurkat_mRNA_25_1,SRX24258292,SRR28690085,L003,Homo sapiens
jurkat_mRNA_25_2,SRX24258296,SRR28690076,L003,Homo sapiens
jurkat_mRNA_25_2,SRX24258296,SRR28690081,L001,Homo sapiens
jurkat_mRNA_25_2,SRX24258296,SRR28690074,L004,Homo sapiens
jurkat_mRNA_25_2,SRX24258296,SRR28690079,L002,Homo sapiens
jurkat_mRNA_25_3,SRX24258305,SRR28690072,L001,Homo sapiens
jurkat_mRNA_25_3,SRX24258305,SRR28690070,L002,Homo sapiens
jurkat_mRNA_25_3,SRX24258305,SRR28690068,L003,Homo sapiens
jurkat_mRNA_25_3,SRX24258305,SRR28690065,L004,Homo sapiens
jurkat_mRNA_25_4,SRX24258314,SRR28690063,L001,Homo sapiens
jurkat_mRNA_25_4,SRX24258314,SRR28690370,L002,Homo sapiens
jurkat_mRNA_25_4,SRX24258314,SRR28690368,L003,Homo sapiens
jurkat_mRNA_25_4,SRX24258314,SRR28690366,L004,Homo sapiens
jurkat_mRNA_26_2,SRX24258315,SRR28690349,L003,Homo sapiens
jurkat_mRNA_26_2,SRX24258315,SRR28690351,L002,Homo sapiens
jurkat_mRNA_26_2,SRX24258315,SRR28690062,L004,Homo sapiens
jurkat_mRNA_26_2,SRX24258315,SRR28690354,L001,Homo sapiens
jurkat_mRNA_26_3,SRX24258317,SRR28690053,L004,Homo sapiens
jurkat_mRNA_26_3,SRX24258317,SRR28690055,L003,Homo sapiens
jurkat_mRNA_26_3,SRX24258317,SRR28690060,L001,Homo sapiens
jurkat_mRNA_26_3,SRX24258317,SRR28690058,L002,Homo sapiens
jurkat_mRNA_26_4,SRX24258326,SRR28690049,L002,Homo sapiens
jurkat_mRNA_26_4,SRX24258326,SRR28690047,L003,Homo sapiens
jurkat_mRNA_26_4,SRX24258326,SRR28690044,L004,Homo sapiens
jurkat_mRNA_26_4,SRX24258326,SRR28690051,L001,Homo sapiens
jurkat_mRNA_27_1,SRX24258335,SRR28690558,L004,Homo sapiens
jurkat_mRNA_27_1,SRX24258335,SRR28690040,L002,Homo sapiens
jurkat_mRNA_27_1,SRX24258335,SRR28690042,L001,Homo sapiens
jurkat_mRNA_27_1,SRX24258335,SRR28690560,L003,Homo sapiens
jurkat_mRNA_28_3,SRX24258340,SRR28690037,L001,Homo sapiens
jurkat_mRNA_28_3,SRX24258340,SRR28690035,L002,Homo sapiens
jurkat_mRNA_28_3,SRX24258340,SRR28690033,L003,Homo sapiens
jurkat_mRNA_28_3,SRX24258340,SRR28690031,L004,Homo sapiens
jurkat_mRNA_9_1,SRX24258352,SRR28690530,L003,Homo sapiens
jurkat_mRNA_9_1,SRX24258352,SRR28690528,L004,Homo sapiens
jurkat_mRNA_9_1,SRX24258352,SRR28690535,L001,Homo sapiens
jurkat_mRNA_9_1,SRX24258352,SRR28690533,L002,Homo sapiens
jurkat_mRNA_9_2,SRX24258361,SRR28690519,L004,Homo sapiens
jurkat_mRNA_9_2,SRX24258361,SRR28690522,L003,Homo sapiens
jurkat_mRNA_9_2,SRX24258361,SRR28690526,L001,Homo sapiens
jurkat_mRNA_9_2,SRX24258361,SRR28690524,L002,Homo sapiens
jurkat_mRNA_9_3,SRX24258370,SRR28690517,L001,Homo sapiens
jurkat_mRNA_9_3,SRX24258370,SRR28690318,L002,Homo sapiens
jurkat_mRNA_9_3,SRX24258370,SRR28690316,L003,Homo sapiens
jurkat_mRNA_9_3,SRX24258370,SRR28690314,L004,Homo sapiens
jurkat_mRNA_12_2,SRX24258372,SRR28690513,L002,Homo sapiens
jurkat_mRNA_12_2,SRX24258372,SRR28690511,L003,Homo sapiens
jurkat_mRNA_12_2,SRX24258372,SRR28690509,L004,Homo sapiens
jurkat_mRNA_12_2,SRX24258372,SRR28690515,L001,Homo sapiens
jurkat_mRNA_12_3,SRX24258380,SRR28690502,L003,Homo sapiens
jurkat_mRNA_12_3,SRX24258380,SRR28690507,L001,Homo sapiens
jurkat_mRNA_12_3,SRX24258380,SRR28690504,L002,Homo sapiens
jurkat_mRNA_12_3,SRX24258380,SRR28690500,L004,Homo sapiens
jurkat_mRNA_12_4,SRX24258389,SRR28690493,L003,Homo sapiens
jurkat_mRNA_12_4,SRX24258389,SRR28690491,L004,Homo sapiens
jurkat_mRNA_12_4,SRX24258389,SRR28690498,L001,Homo sapiens
jurkat_mRNA_12_4,SRX24258389,SRR28690496,L002,Homo sapiens
jurkat_mRNA_13_1,SRX24258398,SRR28690489,L001,Homo sapiens
jurkat_mRNA_13_1,SRX24258398,SRR28690487,L002,Homo sapiens
jurkat_mRNA_13_1,SRX24258398,SRR28690485,L003,Homo sapiens
jurkat_mRNA_13_1,SRX24258398,SRR28690482,L004,Homo sapiens
jurkat_mRNA_13_2,SRX24258407,SRR28690480,L001,Homo sapiens
jurkat_mRNA_13_2,SRX24258407,SRR28690478,L002,Homo sapiens
jurkat_mRNA_13_2,SRX24258407,SRR28690476,L003,Homo sapiens
jurkat_mRNA_13_2,SRX24258407,SRR28690474,L004,Homo sapiens
jurkat_mRNA_14_3,SRX24258428,SRR28690453,L004,Homo sapiens
jurkat_mRNA_14_3,SRX24258428,SRR28690455,L003,Homo sapiens
jurkat_mRNA_14_3,SRX24258428,SRR28690457,L002,Homo sapiens
jurkat_mRNA_14_3,SRX24258428,SRR28690459,L001,Homo sapiens
jurkat_mRNA_14_4,SRX24258437,SRR28690444,L004,Homo sapiens
jurkat_mRNA_14_4,SRX24258437,SRR28690446,L003,Homo sapiens
jurkat_mRNA_14_4,SRX24258437,SRR28690448,L002,Homo sapiens
jurkat_mRNA_14_4,SRX24258437,SRR28690450,L001,Homo sapiens
jurkat_mRNA_17_1,SRX24258445,SRR28690436,L004,Homo sapiens
jurkat_mRNA_17_1,SRX24258445,SRR28690442,L001,Homo sapiens
jurkat_mRNA_17_1,SRX24258445,SRR28690440,L002,Homo sapiens
jurkat_mRNA_17_1,SRX24258445,SRR28690438,L003,Homo sapiens
jurkat_mRNA_17_2,SRX24258454,SRR28690433,L001,Homo sapiens
jurkat_mRNA_17_2,SRX24258454,SRR28690431,L002,Homo sapiens
jurkat_mRNA_17_2,SRX24258454,SRR28690429,L003,Homo sapiens
jurkat_mRNA_17_2,SRX24258454,SRR28690427,L004,Homo sapiens
jurkat_mRNA_17_3,SRX24258462,SRR28690422,L002,Homo sapiens
jurkat_mRNA_17_3,SRX24258462,SRR28690420,L003,Homo sapiens
